hour_index,timestamp,mode,state_id,zero_data_center,dc_bus_api_placeholder,reference_bus,reference_generator_uid,active_power_envelope,adjustable_generator_count,fixed_generator_count,source_case_sha256,recovery_case_sha256,target_generation_sha256,adjustable_generator_rows_sha256,native_grid_demand_mw,native_reactive_demand_mvar,hvdc_dc1_flow_mw,dc_flow_reconstruction_residual_mw,evaluated,solver_success,feasibility_witnessed,status,solver_error_type,solver_error_message,solver_algorithm,solver_reported_algorithm,solver_elapsed_seconds,solver_iterations,solver_message,solver_final_feasibility_condition,solver_final_gradient_condition,solver_final_complementarity_condition,solver_final_cost_condition,solver_input_case_unchanged,recovery_input_fixed_fields_preserved,postsolve_network_equation_reconstruction_audit_passed,solver_result_fixed_fields_preserved,solver_result_fixed_case_sha256,external_bus_mapping_sha256,active_bus_count,isolated_bus_count,connected_component_count,reference_bus_count,reference_structure_valid,online_branch_count,offline_branch_count,nonunity_tap_count,nonzero_shift_count,nonzero_gs_count,nonzero_bs_count,solver_objective_mw2,reconstructed_objective_mw2,objective_mismatch_mw2,l1_target_deviation_mw,l2_target_deviation_mw,max_target_deviation_mw,total_up_redispatch_mw,total_down_redispatch_mw,total_generation_mw,total_active_demand_mw,total_generation_minus_demand_mw,max_active_power_bound_violation_mw,max_reactive_power_bound_violation_mvar,max_offline_pg_mw,max_offline_qg_mvar,max_offline_branch_flow_mva,max_voltage_violation_pu,max_branch_loading_fraction,max_branch_loading_violation_fraction,max_branch_angle_violation_degree,max_fixed_pg_deviation_mw,max_p_balance_residual_mw,max_q_balance_residual_mvar,max_ybus_terminal_shunt_identity_mismatch_mva,max_returned_recomputed_branch_flow_mismatch_mva,max_reference_angle_drift_degree,max_source_vg_to_optimized_vm_adjustment_pu,max_output_vg_bus_vm_mismatch_pu
10,2020-01-01T10:00:00+00:00,distributed_committable,normal,true,120,115,115_STEAM_3,physical_envelope_no_response_time,15,83,398a77eb5e8fa9416aaa198c42b46711ab89270b27ca6f33b7c01cd81f7a36be,61c22051f7307fd28a5f366d19b3d4cbe1e54ec2c12140fcc091d8b37c8ecc85,8a54169e599986eb5dc53f77f56c0804bdbff2ec871f36aca2b37d918e3948c0,aeb266f140104b9b8468433c4de72502859da0e744c5c9c8e5fa7d899fdd9ca8,4023.0893460000002,818.73397216842079,-99.999999999929827,1.8947616808873136e-09,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.47480630874633789,15,Converged,2.7587553276329964e-09,1.1952510211464315e-08,3.4698406774273606e-08,2.4686127804136166e-08,true,true,true,true,61c22051f7307fd28a5f366d19b3d4cbe1e54ec2c12140fcc091d8b37c8ecc85,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,389.82407127242766,389.82407127243806,1.0402345651527867e-11,68.321172444876268,19.743962906985974,6.1166957254969105,68.321171799317611,6.4555866075011181e-07,4091.410517153759,4023.0893459999998,68.321171153759224,3.5527136788005009e-15,0,0,0,0,0,0.98583611516500691,0,0,3.5527136788005009e-15,1.4220679815935e-06,1.4631575453449841e-05,4.0294292947487042e-12,3.6380638075490284e-13,8.8817841970012523e-16,0.050852600886788113,0
11,2020-01-01T11:00:00+00:00,distributed_committable,normal,true,120,115,115_STEAM_3,physical_envelope_no_response_time,15,83,93ce9866eb6e2478fc1fed773671fa5109c098fdb7c5282a81cf2f9eed0b9580,50a0132de100d3b9e5e1d6803b12bae426082ae94dfe84e0edf8f29e8204a60c,0eaf39199714129b9c92d3c4bebe1e6cb45f9f698dc012b4d67ba601b3393686,aeb266f140104b9b8468433c4de72502859da0e744c5c9c8e5fa7d899fdd9ca8,4014.0278830000002,816.88988496140348,-99.999999999868407,2.631281859066803e-10,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.4569094181060791,16,Converged,3.041918428534035e-09,1.2091847034151405e-08,9.9901976925948879e-09,2.8027028188506196e-08,true,true,true,true,50a0132de100d3b9e5e1d6803b12bae426082ae94dfe84e0edf8f29e8204a60c,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,324.79753084655334,324.79753084655101,2.3305801732931286e-12,62.372716366426232,18.022140018503656,5.5611036680670338,62.372716181776411,1.8464982076693559e-07,4076.4005989971265,4014.0278829999997,62.372715997126761,8.8817841970012523e-16,0,0,0,0,0,0.97844045689985937,0,0,8.8817841970012523e-16,1.8130193666365813e-06,1.6121593660045619e-05,3.2300498288669529e-12,3.6652026960087864e-13,8.8817841970012523e-16,0.054067537959799905,0
12,2020-01-01T12:00:00+00:00,distributed_committable,normal,true,120,115,115_STEAM_3,physical_envelope_no_response_time,15,83,e3a236daffe6d6157b8dafeac9a12d825ba3de0dc0229c3fddfd080e5e5eb3c2,cf5ac3a8e2615daf80baa86873a7f8d19c6f6817b4b64bb71adf36d76d7be782,683553c54e0c76f29dcba1262ca559e72f64bfec5e2cbeb4c88f92e74d667b72,aeb266f140104b9b8468433c4de72502859da0e744c5c9c8e5fa7d899fdd9ca8,3980.7970660000001,810.12712220350886,-99.999999999885972,6.4910921082628192e-10,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.49875950813293457,16,Converged,1.8520751423807799e-10,7.1841785737352388e-10,8.3647185158207858e-09,1.6072514192050098e-08,true,true,true,true,cf5ac3a8e2615daf80baa86873a7f8d19c6f6817b4b64bb71adf36d76d7be782,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,314.65312547766416,314.65312547766928,5.1159076974727213e-12,61.390711739019501,17.73846457497574,5.470643304646245,61.390711561993776,1.7702572563393915e-07,4042.1877773849683,3980.7970660000001,61.390711384968199,7.1054273576010019e-15,0,0,0,0,0,0.97366097010046881,0,0,7.1054273576010019e-15,1.1561741075638565e-07,9.7767082252175896e-07,4.1316622159856218e-12,3.684045887627686e-13,8.8817841970012523e-16,0.054214018216832582,0
13,2020-01-01T13:00:00+00:00,distributed_committable,normal,true,120,321,321_CC_1,physical_envelope_no_response_time,16,83,2b7d7fc5704909ef0d9f6c766bbb0f1604bb6a128c9521d7f295da2a6e5aa195,8459fb2dc8d598e5393b74ef2beeb5694e84aa9bc289f7d74c7e6e0d6a84a0d2,5a015bd95e643f47d48d2b20149256a7cdd81710b378600615ce4e5e6fba7880,8beb58f60e27bc901dcf7c17a7772ad5863726a86d436b7873b6d9c52ff9ccdd,3958.5461500000001,805.59886561403516,-99.999999999763148,6.4912342168099713e-10,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.45246648788452148,16,Converged,3.0049812418701889e-10,1.0283919407713846e-09,2.6513443681783608e-08,3.6140681750913726e-08,true,true,true,true,8459fb2dc8d598e5393b74ef2beeb5694e84aa9bc289f7d74c7e6e0d6a84a0d2,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,261.54247756618952,261.54247756618281,6.7075234255753458e-12,58.26243446624062,16.172274965699255,4.7929891929729607,58.262433828279413,6.3796120741699269e-07,4016.8085831903177,3958.5461500000001,58.262433190317552,1.4210854715202004e-14,0,0,0,0,0,0.96667401487120119,0,0,1.4210854715202004e-14,1.8014657143794466e-07,1.5904472832062311e-06,3.6052625678484842e-12,3.7747582837255322e-13,1.7763568394002505e-15,0.055038107327399999,0
14,2020-01-01T14:00:00+00:00,distributed_committable,normal,true,120,321,321_CC_1,physical_envelope_no_response_time,16,83,2ed4ab19118d34131aee46bb0cdd24d9a6ce101af21e5d86eb925471e3f14fca,ba8c6fc944a078379f2b22be18edf8bdb598e82e8b9be74c569ad9e7c9e5e004,7507c3aaa8b55b3b839ff69349bbd3bc0068d0f2ec2fc372b81e0b5ae12f59a2,8beb58f60e27bc901dcf7c17a7772ad5863726a86d436b7873b6d9c52ff9ccdd,3929.2311370000002,799.63300331929827,-100.00000000045614,0,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.44271349906921387,14,Converged,3.1427804808314293e-09,1.3313767641768013e-08,1.5575142282213801e-07,1.7205679404586097e-07,true,true,true,true,ba8c6fc944a078379f2b22be18edf8bdb598e82e8b9be74c569ad9e7c9e5e004,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,319.33693625257632,319.33693625252414,5.2182258514221758e-11,59.217035007273829,17.870001014340321,5.6251818304210914,59.217030023061284,4.9842125484644839e-06,3988.4481620388487,3929.2311370000002,59.217025038848533,7.1054273576010019e-15,0,0,0,0,0,0.96912575349441454,0,0,7.1054273576010019e-15,2.0584711819537915e-06,1.5710028975490786e-05,3.635995477529333e-12,1.4717714060074104e-12,1.7763568394002505e-15,0.052900762163430981,0
15,2020-01-01T15:00:00+00:00,distributed_committable,normal,true,120,107,107_CC_1,physical_envelope_no_response_time,17,83,a5549ac34c4a5cc609151afbf960ff47de72a689a230a97e13f92447f24d4112,8b29f7a242531cff5bdf9e4c6aa1611c15aafd1f32e8fbd7f1909aef99708d44,9d4cd99c0805d9e84fd2fdfb9a357c3e2f0ca9b4b0faa682cff006ca63b77d27,29f706b408bb0bacdaef7b524f82a6e9b1cf1c2d0fef28e8fb7e61144d8a518d,3912.80087,796.28929985964908,-99.99999999942105,8.0704865013103699e-10,true,false,false,not_witnessed_by_registered_step_control_pipeline,,,565,565,1.1589276790618896,27,Numerically failed,0.02001468481063504,1.0909787882203275,923577011.01320243,0.035552567078008301,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2020-01-01T16:00:00+00:00,distributed_committable,normal,true,120,107,107_CC_1,physical_envelope_no_response_time,22,83,9a5dc70018b96513fb42543f94bcb489a666560450081f92239e7e6109dfa75e,ee9df0358dc29de30755f93087e14ec09c645b6d43dcfffec725222b15b8eca6,5f83db6ea4b83769d36978169ea1bb09ba0d4aa240a38d433a25cb3e430e9b10,404709d20542925421064b75bb8df6348af8d9ff4e5ee0ddbfaeca1d01219a1a,4057.4332720000002,825.72326237192988,99.999999999745597,1.6666916735630366e-09,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.51050782203674316,18,Converged,3.1210896711322895e-09,1.1962963725544035e-08,5.1753194996455607e-09,3.2801425449311579e-10,true,true,true,true,ee9df0358dc29de30755f93087e14ec09c645b6d43dcfffec725222b15b8eca6,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,739.4182885448688,739.4182885449078,3.8994585338514298e-11,89.886394325663957,27.192246846204302,9.8168338716945804,89.886394208869433,1.1679452427415526e-07,4147.3196660920748,4057.4332720000002,89.886394092074624,1.1102230246251565e-16,0,0,0,0,0,0.92579709432868684,0,0,1.1102230246251565e-16,2.9411019113467773e-06,1.3097402664641322e-05,3.9062018235171825e-12,1.4383182279834721e-12,0,0.058037064001107419,0
17,2020-01-01T17:00:00+00:00,distributed_committable,normal,true,120,107,107_CC_1,physical_envelope_no_response_time,21,83,87210d2f652c72011ee4edf9d052275e880145054ab0a16b61734c9c7f2c006e,2b497a8331f8492561c886f3db93d1556c6564745f53cb62dbd00f3a209a02d2,4eadbe217bcb8bdf85f0c3c4400e363742f0fd1271c2abf22b3c47e396397a88,d8d708cc721fd45cd8c68b12b4b8d35c0affaac54d9409d9232ea7bfbdae02e7,4578.0572259999999,931.67480388771924,57.313434199271931,1.3157688272258383e-09,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.60151433944702148,19,Converged,5.9468040573763407e-09,3.5320958008460268e-09,3.9101026735837839e-08,6.7966726480167694e-09,true,true,true,true,2b497a8331f8492561c886f3db93d1556c6564745f53cb62dbd00f3a209a02d2,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,1187.1736035987581,1187.1736035987681,1.0004441719502211e-11,113.87199112022621,34.455385698011973,12.475405089539429,113.87198997852714,1.1416990730594989e-06,4691.9292148368277,4578.0572259999999,113.87198883682777,1.7763568394002505e-15,0,0,0,0,0,0.93774002015503632,0,0,1.7763568394002505e-15,1.3692948783727843e-06,2.1957983889819843e-05,2.9620003258953126e-12,1.4874122221402368e-12,0,0.045077949645363158,0
18,2020-01-01T18:00:00+00:00,distributed_committable,normal,true,120,107,107_CC_1,physical_envelope_no_response_time,20,83,5f7b30144bf6decbb4a615ff1a9861e8af88f37041a847eac4c3fadac6f8c91e,48599a36c7a3e1f4829fa09d3d7f3c771a0f3b0dad0abc68bfaec746a0aec8d7,846b344f92835b6640465e4848c953b5ed0d6a294c127a4d804e77394100909b,6ed246f42d17bac5eb2c79e72e2ad83312718704040972b3a5bd61c972f54479,4554.3937660000001,926.85908220350859,-100.00000000069298,1.9473276324788458e-09,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.6160588264465332,20,Converged,3.3691432844703425e-09,1.1990924077332775e-08,5.5186520925928379e-09,2.9860853832525135e-09,true,true,true,true,48599a36c7a3e1f4829fa09d3d7f3c771a0f3b0dad0abc68bfaec746a0aec8d7,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,1295.9189380013429,1295.918938001384,4.1154635255225003e-11,113.46510555238343,35.998874121302514,13.508990281663557,113.4651054309417,1.2144172956141119e-07,4667.8588713094987,4554.3937659999992,113.46510530949945,0,0,0,0,0,0,0.93531939887914373,0,0,0,7.2311071619424183e-07,1.2455793104493296e-05,2.1637309676356856e-12,7.2384960993577602e-13,0,0.046651447199631324,0
19,2020-01-01T19:00:00+00:00,distributed_committable,normal,true,120,107,107_CC_1,physical_envelope_no_response_time,20,83,4d93fa08bb179994bbfe629862df14b841119efdb6f60524f99afc0d583c19e1,c0ca4a4f0f52e940dbb4ce79eb98ebc40dad61582afb510fedd116b0c510d1d9,330f1c0d639a15a56df1765c981716822a0a104c826d4add3b68b6cb83b9fcd1,6ed246f42d17bac5eb2c79e72e2ad83312718704040972b3a5bd61c972f54479,4449.3981540000004,905.49155414736833,-29.969999356491208,1.052640641319158e-09,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.50230216979980469,17,Converged,8.1431707382661878e-09,2.4145179317712592e-08,1.3651598990069385e-07,5.0873999880428683e-08,true,true,true,true,c0ca4a4f0f52e940dbb4ce79eb98ebc40dad61582afb510fedd116b0c510d1d9,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,861.37667728707845,861.37667728703957,3.8880898500792682e-11,105.61976766082502,29.34921936418479,9.5380317453347594,105.6197622272973,5.4335277184236475e-06,4555.0179107937702,4449.3981539999995,105.61975679377065,0,0,0,0,0,0,0.92613240846192313,0,0,0,2.0451951741051744e-06,3.4242354253422036e-05,3.4501526218631725e-12,3.0479555561244207e-12,0,0.047048535162117711,0
20,2020-01-01T20:00:00+00:00,distributed_committable,normal,true,120,107,107_CC_1,physical_envelope_no_response_time,19,83,060e9da2c62b358d2f4405bb22f49575ac4406507c1f59ec0b483054f3f68586,113b309c0b0df8d8570ae2c44967e175e6c1b99c402f4798aa6db17962739dc9,298abc76a7bca616e87d8145eaaca7dbb8ac54c818d3337473279adeee1383d1,c5f11ed8a6a003b82f2f0eef82856bc7503d5f0f8b4bfea7c1a9448bdac58d47,4291.8191429999997,873.42284313684183,-100.00000000030701,5.0874859880423173e-10,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.52737045288085938,18,Converged,2.3551713164277799e-09,9.4206680000046393e-09,3.6948280453547297e-08,1.0073250213959587e-07,true,true,true,true,113b309c0b0df8d8570ae2c44967e175e6c1b99c402f4798aa6db17962739dc9,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,759.7201628204466,759.72016282042659,2.0008883439004421e-11,95.380797452370174,27.563021656205013,8.9765718523426585,95.380795872524303,1.5798458754545663e-06,4387.1999372926784,4291.8191430000006,95.38079429267782,3.5527136788005009e-15,0,0,0,0,0,0.92139726563932955,0,0,3.5527136788005009e-15,2.1732700190568721e-06,1.1106610056543786e-05,2.8965888160348946e-12,7.3548037977971264e-13,0,0.048125860262283382,0
21,2020-01-01T21:00:00+00:00,distributed_committable,normal,true,120,107,107_CC_1,physical_envelope_no_response_time,16,83,519dfe5dadc1e490e1e5f1be1ea89ca63ca0206a7e91a1133ae5d9d10a28ad1d,9e06f386c4f6764a98c1b081f5c8e20ae803625336f6cd1712258cf8e9e138ec,6d4c3157c5b1a2875fa5e6823f560adad25623e4841f0629104b8c503f570830,980a7e91a5d83ac961bdfca9a4fe412ea5bfc78ee4d019f666066fef58a78696,4016.2168750000001,817.33536403508742,-100.00000000050876,2.1051960175100248e-10,true,false,false,not_witnessed_by_registered_step_control_pipeline,,,565,565,1.5911788940429688,34,Numerically failed,0.0019958765891622929,0.85297943273166354,5.7728871997760747,4.9399219237405806e-11,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2020-01-01T22:00:00+00:00,distributed_committable,normal,true,120,107,107_CC_1,physical_envelope_no_response_time,13,83,a210a502be88ee68ee80515010fa5f6aa46009ddafad4b109053944bdee2f4d4,5ddbfb1fb2e5f5d40f0dcf8cd5496cf464581224c3e38961ee51fce3c22d9d48,7b3841f927d9f47b413b97a8d884c052f6b854ef4810bdc6a6aab84e49fd8269,89de6784b3a278bb94226fd21c66b2f3b2ff4edaf5b1b7a6507785de6c958caf,3707.1155869999998,754.43054051228069,-99.999999999342094,1.5613608184139594e-09,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.50028347969055176,16,Converged,7.0919973365478883e-09,4.8226640594529954e-08,4.3524359671045049e-08,5.0216604384401576e-08,true,true,true,true,5ddbfb1fb2e5f5d40f0dcf8cd5496cf464581224c3e38961ee51fce3c22d9d48,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,1412.4968034659087,1412.4968034659134,4.7748471843078732e-12,106.22591686785672,37.5831984198513,14.071518377562398,106.2259161243803,7.4347641998429026e-07,3813.3415023809043,3707.1155870000002,106.2259153809041,0,0,0,0,0,0,0.88118961083905301,0,0,0,9.15115924726706e-06,3.1654365017175223e-05,2.6232887534378671e-12,8.0269173818885554e-13,0,0.050224833373898825,0
23,2020-01-01T23:00:00+00:00,distributed_committable,normal,true,120,221,221_CC_1,physical_envelope_no_response_time,12,83,85e1afc8590e3e7dc4cff50f91972ba561a5daf173abece3df2984e8ec8349e8,292d7a08449e6699beaf617cd1b814d97e23841e61261d2c1e7bf89ef16994af,9bd0b94dfb1c902ffc88100e15a5390b92266362f077b7d9b30ac6043f7e2427,f1c26c922f0423b2c69698422f43aac41b7000fcbcd806b9557a58620fef4b5d,3453.5968683000001,702.83725740842112,-100.00000000013159,3.6841640849161195e-10,true,true,true,audited_numerical_feasibility_witness,,,565,565,0.51122236251831055,16,Converged,5.4453154482173073e-09,4.0659197248111726e-08,1.7611213579487575e-07,2.5759006345927485e-07,true,true,true,true,292d7a08449e6699beaf617cd1b814d97e23841e61261d2c1e7bf89ef16994af,8c317a471aee3dfa8a09806051f0d20d6bf02e5235d24286f73c12d44141a70d,73,0,1,1,true,120,0,15,0,0,3,1938.9487783952554,1938.9487783952582,2.7284841053187847e-12,98.444898297995607,44.0334960955323,20.331393620509374,98.444894812520928,3.4854746786550095e-06,3552.0417596270458,3453.5968683000001,98.444891327045752,0,0,0,0,0,0,0.89990728363343286,0,0,0,4.8409862927201175e-06,2.4358661079304511e-05,3.8645887205787361e-12,1.512075176312396e-12,1.7763568394002505e-15,0.058623478261099815,0
