hour_index,priority_tier,priority_interpretation,observed_cpu_ncu_lower,observed_cpu_ncu_upper,observed_cpu_time_ncu_seconds_lower,observed_cpu_time_ncu_seconds_upper,priority_cpu_share_lower,priority_cpu_share_upper,observed_cpu_overlap_seconds,missing_cpu_overlap_seconds,cpu_conflict_overlap_seconds,fragment_piece_count,usage_group_count,cpu_conflict_usage_group_count,exact_duplicate_usage_group_count,synthesized_cpu_time_ncu_seconds_lower,synthesized_cpu_time_ncu_seconds_upper
4,2_beb,low_priority_usage_candidate_not_observed_flexibility,81.1995403570547,81.1995405507036,292318.345285397,292318.345982533,0.115076951746612,0.11507695198986,48968125.7003,0,1,241678,213824,1,8,288.223710777479,288.223710777479
4,3_mid,low_priority_usage_candidate_not_observed_flexibility,64.2382695545091,64.2382695545091,231257.770396233,231257.770396233,0.0910392375532586,0.0910392375785511,39285872,0,0,205612,181504,0,0,10929.4349013116,10929.4349013116
4,4_production,noncandidate_priority_tier,395.738064897325,395.738064899709,1424657.03363037,1424657.03363895,0.560844679488215,0.560844679643618,123700454,0,5,477401,455421,3,17,91593.9569523311,91593.9569523311
4,5_monitoring,noncandidate_priority_tier,27.140530544387,27.140530544387,97705.9099597931,97705.9099597931,0.0384638818057713,0.0384638818164574,4441783,0,0,15110,14953,0,1,2165.44683603827,2165.44683603827
4,ambiguous,ambiguous_priority_not_reassigned,2.09178843074894,2.09178843074894,7530.43835069619,7530.43835069619,0.00296450737510167,0.00296450737592527,4831967.2997,0,0,16303,16303,0,0,19.0957899975519,19.0957899975519
4,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1_free,low_priority_usage_candidate_not_observed_flexibility,143.624154236052,143.624155135685,517046.955249786,517046.958488464,0.196198254836302,0.196198255829243,91181238,0,1,381524,356157,1,11,3118.85793632217,3118.85793632217
5,2_beb,low_priority_usage_candidate_not_observed_flexibility,78.0739374109045,78.0739374109045,281066.174679256,281066.174679256,0.106653162421535,0.106653162555385,50473931.673686,0,0,252528,223619,0,13,244.113063848023,244.113063848023
5,3_mid,low_priority_usage_candidate_not_observed_flexibility,63.836757572492,63.836757572492,229812.327260971,229812.327260971,0.0872044154505803,0.087204415560022,38537517,0,0,201224,177877,0,0,13167.0407295227,13167.0407295227
5,4_production,noncandidate_priority_tier,418.30154725843,418.301547277504,1505885.57013035,1505885.57019901,0.571422222851335,0.571422223564749,123681771,0,1,458426,442566,1,37,101412.930541385,101412.930541385
5,5_monitoring,noncandidate_priority_tier,27.0683116049237,27.0683116049237,97445.9217777252,97445.9217777252,0.0369767572869128,0.0369767573333187,4426513,0,0,15118,14941,0,2,2217.15288162231,2217.15288162231
5,ambiguous,ambiguous_priority_not_reassigned,1.13113164544749,1.13113164544749,4072.07392361095,4072.07392361095,0.00154518615433886,0.00154518615627807,4173564.326314,0,0,13980,13980,0,0,16.5647506713867,16.5647506713867
5,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1_free,low_priority_usage_candidate_not_observed_flexibility,150.551514151361,150.551514439318,541985.450944901,541985.451981545,0.199429950588335,0.199429950893709,92747571,0,3,381888,357360,3,7,2937.35253997644,2937.35253997644
6,2_beb,low_priority_usage_candidate_not_observed_flexibility,79.9212890359606,79.9212890359606,287716.640529458,287716.640529458,0.105868737403023,0.105868737443406,55745641.84561,0,0,271701,243705,0,10,240.548998529572,240.548998529572
6,3_mid,low_priority_usage_candidate_not_observed_flexibility,67.7221203102006,67.7221203102006,243799.633116722,243799.633116722,0.0897089556234578,0.0897089556576768,41142174,0,0,238126,204576,0,1,13098.9811023844,13098.9811023844
6,4_production,noncandidate_priority_tier,428.424759654204,428.424759654204,1542329.13475513,1542329.13475513,0.567518228545785,0.567518228762262,125531345,0,0,461049,447127,0,39,103955.614952952,103955.614952952
6,5_monitoring,noncandidate_priority_tier,27.4881722140312,27.4881722140312,98957.4199705124,98957.4199705124,0.0364125519110048,0.0364125519248942,4430705,0,0,14998,14874,0,0,2258.15134048462,2258.15134048462
6,ambiguous,ambiguous_priority_not_reassigned,0.801393256235859,0.801393256235859,2885.01572244909,2885.01572244909,0.00106157562302095,0.00106157562342588,2517819.15439,0,0,8692,8692,0,0,15.0107840823469,15.0107840823469
6,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1_free,low_priority_usage_candidate_not_observed_flexibility,154.753717910449,154.753719169564,557113.384477615,557113.389010429,0.191915752720178,0.191915754031285,100912843,0,4,434093,399644,3,12,2827.06027899831,2827.06027899831
7,2_beb,low_priority_usage_candidate_not_observed_flexibility,75.2747791285856,75.2747793330958,270989.204862908,270989.205599145,0.09335101006603,0.0933510104420467,53448603.4148,0,4,259152,233231,4,52,239.564372140013,239.564372140013
7,3_mid,low_priority_usage_candidate_not_observed_flexibility,69.6092184196578,69.6092184196578,250593.186310768,250593.186310768,0.0863249407432171,0.0863249409001886,43799161,0,0,219292,195342,0,0,12360.2519991718,12360.2519991718
7,4_production,noncandidate_priority_tier,476.412317408191,476.41231741084,1715084.34266949,1715084.34267902,0.590816360295776,0.590816361369508,130300537,0,2,484714,467111,2,22,112265.063343812,112265.063343812
7,5_monitoring,noncandidate_priority_tier,29.585119518439,29.585119518439,106506.43026638,106506.43026638,0.0366895900757449,0.0366895901424606,4439423,0,0,15122,14959,0,2,2280.83324432373,2280.83324432373
7,ambiguous,ambiguous_priority_not_reassigned,0.727617096813797,0.727617096813797,2619.42154852967,2619.42154852967,0.00090234460596191,0.000902344607602716,1720004.5852,0,0,5773,5773,0,0,16.3544654846191,16.3544654846191
7,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1_free,low_priority_usage_candidate_not_observed_flexibility,150.265073905521,150.265074263149,540954.266059876,540954.267347336,0.185574315372345,0.185574315733564,105195521,0,3,447549,413514,3,14,2387.78717805011,2387.78717805011
8,2_beb,low_priority_usage_candidate_not_observed_flexibility,66.4948814554232,66.4948814554232,239381.573239524,239381.573239524,0.0821198284849875,0.0821198285219285,48180871.407522,0,0,231015,207306,0,7,229.378223454812,229.378223454812
8,3_mid,low_priority_usage_candidate_not_observed_flexibility,59.4250281948513,59.4250281948513,213930.101501465,213930.101501465,0.073388703254523,0.0733887032875363,39026934,0,0,202496,179088,0,0,11297.0623626359,11297.0623626359
8,4_production,noncandidate_priority_tier,502.152027868695,502.152027875317,1807747.3003273,1807747.30035114,0.620147558725213,0.620147559002216,130706995,0,1,480773,464755,1,23,118526.325687114,118526.325687114
8,5_monitoring,noncandidate_priority_tier,30.6843639236026,30.6843639236026,110463.710124969,110463.710124969,0.0378945664301455,0.0378945664471921,4436992,0,0,14994,14896,0,0,2251.52006149292,2251.52006149292
8,ambiguous,ambiguous_priority_not_reassigned,0.708535834893488,0.708535834893488,2550.72900561656,2550.72900561656,0.000875027369977741,0.000875027370371365,1671696.592478,0,0,5575,5575,0,0,15.3645515441895,15.3645515441895
8,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1_free,low_priority_usage_candidate_not_observed_flexibility,148.962785620425,148.962785747581,536266.028233528,536266.028691292,0.181663986736697,0.181663988452135,103837245,0,1,448255,410486,1,8,2283.67528716881,2283.67528716881
9,2_beb,low_priority_usage_candidate_not_observed_flexibility,61.9045021453569,61.9045021453569,222856.207723285,222856.207723285,0.0754941484753632,0.0754941491472193,47683325.459544,0,0,225886,203146,0,7,238.916015665262,238.916015665262
9,3_mid,low_priority_usage_candidate_not_observed_flexibility,59.1854788361655,59.1854800674651,213067.723810196,213067.728242874,0.0721782290254226,0.0721782309526047,39051995,0,1,197485,176111,1,0,11553.123909288,11553.123909288
9,4_production,noncandidate_priority_tier,518.241419284873,518.24142522388,1865669.10942554,1865669.13080597,0.632008877885424,0.632008881597732,131754941,0,2,498030,477751,2,21,122735.085091903,122735.085091903
9,5_monitoring,noncandidate_priority_tier,30.9825438372294,30.9825438372294,111537.157814026,111537.157814026,0.0377840170509744,0.0377840173872312,4442059,0,0,15023,14918,0,0,2268.92990974703,2268.92990974703
9,ambiguous,ambiguous_priority_not_reassigned,0.713995976275517,0.713995976275517,2570.38551459186,2570.38551459186,0.000870736640724259,0.000870736648473332,1650942.540456,0,0,5530,5530,0,0,16.0903930664062,16.0903930664062
9,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1_free,low_priority_usage_candidate_not_observed_flexibility,158.980518600676,158.980518917243,572329.866962433,572329.868102073,0.201000783258523,0.20100078357993,109827268,0,3,483730,440062,3,10,2824.1601047769,2824.1601047769
10,2_beb,low_priority_usage_candidate_not_observed_flexibility,59.3193281931347,59.3193281931347,213549.581495285,213549.581495285,0.0749980659854676,0.0749980660160876,48797037,0,0,230457,207071,0,13,295.069408194781,295.069408194781
10,3_mid,low_priority_usage_candidate_not_observed_flexibility,58.050642317401,58.050642317401,208982.312342644,208982.312342644,0.0733940527587278,0.0733940527886929,38574912,0,0,204017,180472,0,0,10599.8720589785,10599.8720589785
10,4_production,noncandidate_priority_tier,484.860123635663,484.860123642021,1745496.44508839,1745496.44511127,0.613013880198499,0.613013880446962,129292038,0,2,473007,458266,2,18,122007.784352521,122007.784352521
10,5_monitoring,noncandidate_priority_tier,29.0541068585714,29.0541068585714,104594.784690857,104594.784690857,0.0367334204499664,0.0367334204649638,4438983,0,0,15080,14926,0,0,2481.02796559891,2481.02796559891
10,ambiguous,ambiguous_priority_not_reassigned,0.680051962534587,0.680051962534587,2448.18706512451,2448.18706512451,0.000859797025914707,0.000859797026265743,1622251,0,0,5409,5409,0,0,16.376781463623,16.376781463623
10,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1_free,low_priority_usage_candidate_not_observed_flexibility,156.394081931379,156.394082023832,563018.694952965,563018.695285797,0.200256734428227,0.200256734636071,111558793,0,1,495844,445741,1,12,3412.51653196516,3412.51653196516
11,2_beb,low_priority_usage_candidate_not_observed_flexibility,61.0265233305437,61.0265235530677,219695.483989957,219695.484791044,0.0781421657827197,0.0781421660765329,53108921.999142,0,3,261615,234049,2,8,275.57191521994,275.57191521994
11,3_mid,low_priority_usage_candidate_not_observed_flexibility,53.9569010427263,53.9569010427263,194244.843753815,194244.843753815,0.069089780559249,0.0690897806064719,39541667,0,0,174638,160935,0,0,9728.63684548446,9728.63684548446
11,4_production,noncandidate_priority_tier,478.095724634064,478.09572485288,1721144.60868263,1721144.60947037,0.612183577488656,0.61218357784422,129208037,0,2,487479,467641,2,22,123105.978391338,123105.978391338
11,5_monitoring,noncandidate_priority_tier,30.824877655771,30.824877655771,110969.559560776,110969.559560776,0.039470095425171,0.0394700954521489,4443048,0,0,15172,14983,0,3,2564.59930005064,2564.59930005064
11,ambiguous,ambiguous_priority_not_reassigned,0.669793880978328,0.669793880978328,2411.25797152198,2411.25797152198,0.000857645849973414,0.000857645850559617,1602791.000858,0,0,5362,5362,0,0,15.6311988830566,15.6311988830566
11,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1_free,low_priority_usage_candidate_not_observed_flexibility,131.493398706913,131.493398883078,473376.235344887,473376.23597908,0.170405899664276,0.170405901444662,112057656,0,2,432781,410171,2,12,3127.59647372668,3127.59647372668
12,2_beb,low_priority_usage_candidate_not_observed_flexibility,77.1504696101827,77.1504734171976,277741.690596658,277741.704301911,0.0999814087595999,0.0999814136629755,60633309.597991,0,2,291926,261248,2,8,250.439357757579,250.439357757579
12,3_mid,low_priority_usage_candidate_not_observed_flexibility,43.7783235420121,43.7783235420121,157601.964751244,157601.964751244,0.056733529444281,0.0567335299869247,38598457,0,0,174089,159480,0,1,7850.72277214076,7850.72277214076
12,4_production,noncandidate_priority_tier,487.015875295268,487.015878692733,1753257.15106297,1753257.16329384,0.631137224705117,0.631137229587046,130817519,0,3,488898,470196,3,24,125535.943646803,125535.943646803
12,5_monitoring,noncandidate_priority_tier,31.5728436462084,31.5728436462084,113662.23712635,113662.23712635,0.0409161134944529,0.0409161138858065,4442688,0,0,15017,14918,0,1,2487.72568452399,2487.72568452399
12,ambiguous,ambiguous_priority_not_reassigned,0.637240691163543,0.637240691163543,2294.06648818876,2294.06648818876,0.000825817678480231,0.000825817686378995,1581352.402009,0,0,5274,5274,0,0,15.3777122497559,15.3777122497559
12,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1_free,low_priority_usage_candidate_not_observed_flexibility,98.5429730656412,98.5429730659061,354754.703036308,354754.703037262,0.132284702874843,0.13228470289665,80146678,0,1,381668,340367,1,13,3651.6463160009,3651.6463160009
13,2_beb,low_priority_usage_candidate_not_observed_flexibility,72.124239774553,72.1242398956166,259647.263188391,259647.26362422,0.09682003022014,0.0968200303669562,63662395.053718,0,1,297854,268949,1,5,224.667438752389,224.667438752389
13,3_mid,low_priority_usage_candidate_not_observed_flexibility,43.3058064224985,43.3058064224985,155900.903120995,155900.903120995,0.0581339851755604,0.0581339851850288,37407366,0,0,162220,149521,0,1,7908.65377671416,7908.65377671416
13,4_production,noncandidate_priority_tier,499.17620341301,499.17620341301,1797034.33228683,1797034.33228683,0.67009725499831,0.67009725510745,133643115,0,0,516923,491018,0,36,128860.610311921,128860.610311921
13,5_monitoring,noncandidate_priority_tier,31.1473223288854,31.1473223288854,112130.360383987,112130.360383987,0.041812360145431,0.0418123601522411,4442904,0,0,15015,14906,0,1,2434.98687744141,2434.98687744141
13,ambiguous,ambiguous_priority_not_reassigned,0.634432712917848,0.634432712917848,2283.95776650425,2283.95776650425,0.000851666438625549,0.000851666438764262,1579258.946282,0,0,5272,5272,0,0,14.4885063171387,14.4885063171387
13,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1_free,low_priority_usage_candidate_not_observed_flexibility,97.7532725294431,97.7532728624344,351911.781105995,351911.782304764,0.132791231888017,0.132791232307391,76362757,0,2,312481,293691,2,13,3056.48072338953,3056.48072338953
14,2_beb,low_priority_usage_candidate_not_observed_flexibility,63.0260719529788,63.0260719529788,226893.859030724,226893.859030724,0.0856166705763452,0.085616670632543,69324993,0,0,322408,289679,0,14,203.380284995648,203.380284995648
14,3_mid,low_priority_usage_candidate_not_observed_flexibility,49.7907219439083,49.7907219439083,179246.59899807,179246.59899807,0.0676373396966638,0.0676373397410601,38448488,0,0,165743,153841,0,1,9483.78356936646,9483.78356936646
14,4_production,noncandidate_priority_tier,495.607632215818,495.607632366022,1784187.47597694,1784187.47651768,0.67324956286121,0.673249563232422,133424350,0,1,485789,471453,1,32,127642.387337787,127642.387337787
14,5_monitoring,noncandidate_priority_tier,29.3078554728296,29.3078554728296,105508.279702187,105508.279702187,0.0398127462106227,0.0398127462367553,4440090,0,0,15070,14931,0,4,2439.27583938074,2439.27583938074
14,ambiguous,ambiguous_priority_not_reassigned,0.65696914990743,0.65696914990743,2365.08893966675,2365.08893966675,0.000892448308192362,0.000892448308778155,1569600,0,0,5232,5232,0,0,14.406681060791,14.406681060791
14,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1_free,low_priority_usage_candidate_not_observed_flexibility,102.000574133661,102.000574133661,367202.06688118,367202.06688118,0.134938131837973,0.134938131871737,86847052,0,0,372848,342376,0,3,2621.81238965536,2621.81238965536
15,2_beb,low_priority_usage_candidate_not_observed_flexibility,71.6610442526262,71.6610442526262,257979.759309454,257979.759309454,0.0948015000811309,0.0948015001048525,70712918.00524,0,0,332328,300496,0,10,175.578103341266,175.578103341266
15,3_mid,low_priority_usage_candidate_not_observed_flexibility,50.1379039822684,50.1379039822684,180496.454336166,180496.454336166,0.0663282060429724,0.0663282060595693,37209718,0,0,156273,145847,0,0,9296.11935711681,9296.11935711681
15,4_production,noncandidate_priority_tier,502.214576014148,502.214576203293,1807972.47365093,1807972.47433186,0.664387404303264,0.664387404387243,136423858,0,4,520113,496706,4,27,127215.398359386,127215.398359386
15,5_monitoring,noncandidate_priority_tier,29.2407160152329,29.2407160152329,105266.577654839,105266.577654839,0.0386829939557969,0.0386829939654763,4429332,0,0,15150,14958,0,0,2494.56968307496,2494.56968307496
15,ambiguous,ambiguous_priority_not_reassigned,0.65141254327816,0.65141254327816,2345.08515580138,2345.08515580138,0.00086176369488463,0.000861763695100264,1557150.99476,0,0,5192,5192,0,0,15.2037620544434,15.2037620544434
15,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1_free,low_priority_usage_candidate_not_observed_flexibility,126.742828788492,126.742828788492,456274.183638573,456274.183638573,0.168121497996426,0.168121498254239,111952889,0,0,447605,419093,0,7,3195.51384369745,3195.51384369745
16,2_beb,low_priority_usage_candidate_not_observed_flexibility,56.5653899372949,56.5653899372949,203635.403774262,203635.403774262,0.0750327113724118,0.075032711487474,69295405.649419,0,0,301517,276854,0,5,200.026453145682,200.026453145682
16,3_mid,low_priority_usage_candidate_not_observed_flexibility,53.0708230945799,53.0708230945799,191054.963140488,191054.963140488,0.0703972474328597,0.0703972475408135,37950542,0,0,165866,153029,0,1,10203.5234061511,10203.5234061511
16,4_production,noncandidate_priority_tier,488.817086414761,488.817087570826,1759741.51109314,1759741.51525497,0.64840481884355,0.648404819382719,135943345,0,5,515115,492899,4,24,134729.577025071,134729.577025071
16,5_monitoring,noncandidate_priority_tier,28.0226305150986,28.0226305150986,100881.469854355,100881.469854355,0.0371713860660373,0.0371713861230394,4422322,0,0,14956,14851,0,0,2477.67113766582,2477.67113766582
16,ambiguous,ambiguous_priority_not_reassigned,0.657634837627411,0.657634837627411,2367.48541545868,2367.48541545868,0.00087233774954686,0.000872337750884585,1546161.350581,0,0,5157,5157,0,0,15.3865814208984,15.3865814208984
16,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1_free,low_priority_usage_candidate_not_observed_flexibility,137.288338504367,137.288338504367,494238.018615723,494238.018615723,0.174123601502584,0.174123601522709,112095218,0,0,544978,478040,0,0,2836.09112368162,2836.09112368162
17,2_beb,low_priority_usage_candidate_not_observed_flexibility,55.4587493867344,55.4587494558758,199651.497792244,199651.498041153,0.0703386557379529,0.0703386558214387,63425336,0,1,270815,250029,1,3,187.298490174589,187.298490174589
17,3_mid,low_priority_usage_candidate_not_observed_flexibility,56.7320151684019,56.7320151684019,204235.254606247,204235.254606247,0.071953546158672,0.0719535461669883,39295789,0,0,170696,158142,0,0,10428.8958550822,10428.8958550822
17,4_production,noncandidate_priority_tier,508.700924928718,508.700924950706,1831323.32974339,1831323.32982254,0.645188353968873,0.645188354035346,135853590,0,3,507764,488987,3,12,149240.950178246,149240.950178246
17,5_monitoring,noncandidate_priority_tier,29.6702261969778,29.6702261969778,106812.81430912,106812.81430912,0.0376309211626868,0.0376309211670361,4430164,0,0,15012,14894,0,1,2543.5935512749,2543.5935512749
17,ambiguous,ambiguous_priority_not_reassigned,0.603104829788208,0.603104829788208,2171.17738723755,2171.17738723755,0.000764921377812327,0.000764921377900736,1544400,0,0,5148,5148,0,0,14.8258209228516,14.8258209228516
17,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1_free,low_priority_usage_candidate_not_observed_flexibility,138.075361775027,138.075361775027,497071.302390099,497071.302390099,0.172486333398808,0.172486334048731,101489317,0,0,539433,457192,0,0,2616.55384792127,2616.55384792127
18,2_beb,low_priority_usage_candidate_not_observed_flexibility,49.9948331591618,49.9948331591618,179981.399372983,179981.399372983,0.0624544839111811,0.0624544841465076,57166168.549204,0,0,293822,261983,0,3,170.594301301243,170.594301301243
18,3_mid,low_priority_usage_candidate_not_observed_flexibility,59.2022188819779,59.2022188819779,213127.987975121,213127.987975121,0.0739565229650763,0.0739565232437421,39955834,0,0,167028,156332,0,2,9944.76149029703,9944.76149029703
18,4_production,noncandidate_priority_tier,523.541571184264,523.541574200524,1884749.65626335,1884749.66712189,0.654017959285325,0.654017960588974,138926679,0,5,506282,491568,4,24,150687.764153591,150687.764153591
18,5_monitoring,noncandidate_priority_tier,29.0658485388756,29.0658485388756,104637.054739952,104637.054739952,0.036309603517566,0.0363096036543795,4426844,0,0,15102,14939,0,3,2243.6640553657,2243.6640553657
18,ambiguous,ambiguous_priority_not_reassigned,0.620464275697967,0.620464275697967,2233.67139251268,2233.67139251268,0.000775095618394717,0.000775095621315253,1541795.450796,0,0,5142,5142,0,0,15.0870323181152,15.0870323181152
18,unknown,unknown_priority_not_reassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1_free,low_priority_usage_candidate_not_observed_flexibility,127.072439192136,127.072439192136,457460.78109169,457460.78109169,0.157541394278347,0.157541394278347,97974942,0,0,540019,456053,0,3,2053.92584979443,2053.92584979443
19,2_beb,low_priority_usage_candidate_not_observed_flexibility,54.8507007353593,54.8507007353593,197462.522647293,197462.522647293,0.0680025969905805,0.0680025969905805,58464142.3053,0,0,288467,257671,0,5,176.156424379526,176.156424379526
19,3_mid,low_priority_usage_candidate_not_observed_flexibility,61.4813800742891,61.4813800742891,221332.968267441,221332.968267441,0.0762231558679321,0.0762231558679321,39822814,0,0,189376,170858,0,2,9895.43866456689,9895.43866456689
19,4_production,noncandidate_priority_tier,533.504505708483,533.504505708483,1920616.22055054,1920616.22055054,0.66142622442315,0.66142622442315,137697784,0,0,506397,489943,0,16,152874.370522018,152874.370522018
