candidate_group_id,candidate_key_json,candidate_group_size,source_obs_ids,postal_code,start_timestamp_local,restoration_timestamp_local,cause_category,normalized_cause_category_detail,cause_detail_complete,nerc_regions,multi_nerc,reported_duration_min,reported_duration_min_min,reported_duration_min_max,timestamp_duration_min,timestamp_duration_min_min,timestamp_duration_min_max,duration_delta_min,duration_delta_min_min,duration_delta_min_max,complete_temporal,timestamp_duration_nonnegative,reported_duration_positive,reported_duration_nonnegative,demand_loss_known,demand_loss_positive,demand_loss_zero,demand_loss_known_count,demand_loss_max_mw,demand_loss_min_mw,customers_known_count,customers_max,customers_min
aec3abd0c4de93864bffcecdfec7e1f16e90be19bf2c12ce549cc7267a9b3462,"[""GA"",""2004-09-27T00:00:00"",""08:00:00"",""2004-09-27T00:00:00"",""14:00:00"",""severe weather"",""hurricanes""]",1,1389,GA,2004-09-27T08:00:00,2004-09-27T14:00:00,severe weather,hurricanes,true,SERC,false,360,360,360,360,360,360,0,0,0,true,true,true,true,true,true,false,1,854,854,1,85455,85455
11307b76c6a27b88c7821827cc75846df5dd3f18dcc40f03364b97b3adb173dd,"[""GA"",""2004-11-24T00:00:00"",""10:00:00"",""2004-11-24T00:00:00"",""16:00:00"",""severe weather"",""thunderstorm""]",1,1385,GA,2004-11-24T10:00:00,2004-11-24T16:00:00,severe weather,thunderstorm,true,SERC,false,360,360,360,360,360,360,0,0,0,true,true,true,true,true,true,false,1,100,100,1,83450,83450
35962c1b48df2d390269bfe1dc23efc95874f588e4371a4c3a81cc7011e1e62b,"[""GA"",""2005-01-29T00:00:00"",""16:00:00"",""2005-01-30T00:00:00"",""15:00:00"",""severe weather"",""winter storm""]",1,1376,GA,2005-01-29T16:00:00,2005-01-30T15:00:00,severe weather,winter storm,true,SERC,false,1380,1380,1380,1380,1380,1380,0,0,0,true,true,true,true,true,true,false,1,83,83,1,82000,82000
594c86ea00ddf318f1519430e0e13d50e57c631943164d2da2dbc5dd6430fcf2,"[""GA"",""2005-12-15T00:00:00"",""05:05:00"",""2005-12-16T00:00:00"",""12:10:00"",""severe weather"",""winter storm""]",1,1381,GA,2005-12-15T05:05:00,2005-12-16T12:10:00,severe weather,winter storm,true,SERC,false,1865,1865,1865,1865,1865,1865,0,0,0,true,true,true,true,true,true,false,1,75,75,1,52659,52659
0dd162b97921adfeaf728e2a68ca731a7d6bf4d4a97a1d13a2fbd5d2e06274be,"[""GA"",""2006-11-15T00:00:00"",""15:00:00"",""2006-11-15T00:00:00"",""17:00:00"",""severe weather"",""__MISSING__""]",1,1383,GA,2006-11-15T15:00:00,2006-11-15T17:00:00,severe weather,__MISSING__,false,SERC,false,120,120,120,120,120,120,0,0,0,true,true,true,true,true,true,false,1,363,363,1,109000,109000
c7c835a812c3f61658245cf5afbf3a25733383feb995e10fd30f8f76053e2958,"[""GA"",""2008-05-11T00:00:00"",""06:00:00"",""2008-05-12T00:00:00"",""14:30:00"",""severe weather"",""thunderstorm""]",1,1384,GA,2008-05-11T06:00:00,2008-05-12T14:30:00,severe weather,thunderstorm,true,SERC,false,1950,1950,1950,1950,1950,1950,0,0,0,true,true,true,true,true,true,false,1,100,100,1,80539,80539
a46fde027f77a80444a8987a6cdcc5f26480f04c4b5a7a48a3f3961fcc15b575,"[""GA"",""2009-06-12T00:00:00"",""22:00:00"",""2009-06-13T00:00:00"",""18:00:00"",""severe weather"",""thunderstorm""]",1,1387,GA,2009-06-12T22:00:00,2009-06-13T18:00:00,severe weather,thunderstorm,true,SERC,false,1200,1200,1200,1200,1200,1200,0,0,0,true,true,true,true,true,true,false,1,290,290,1,102000,102000
7a136d8747bd5e6dbb50c69eb1f94716f024a53be08f92f148756cefc90a1691,"[""GA"",""2011-05-26T00:00:00"",""18:30:00"",""2011-05-28T00:00:00"",""04:44:00"",""severe weather"",""__MISSING__""]",1,1379,GA,2011-05-26T18:30:00,2011-05-28T04:44:00,severe weather,__MISSING__,false,SERC,false,2054,2054,2054,2054,2054,2054,0,0,0,true,true,true,true,true,true,false,1,729,729,1,218783,218783
7cd654070b9609a7eaca538a4f2dab884b02005da1c5a9ebc5c6fcc0e41a6a4a,"[""GA"",""2011-06-15T00:00:00"",""19:15:00"",""2011-06-16T00:00:00"",""06:00:00"",""severe weather"",""thunderstorm""]",1,1390,GA,2011-06-15T19:15:00,2011-06-16T06:00:00,severe weather,thunderstorm,true,SERC,false,645,645,645,645,645,645,0,0,0,true,true,true,true,true,true,false,1,563,563,1,169000,169000
dade89e4877118b0254173f695e9c21526d1b201944d56cfc6fc6b4ef66a72de,"[""GA"",""2011-06-18T00:00:00"",""15:30:00"",""2011-06-19T00:00:00"",""15:42:00"",""severe weather"",""thunderstorm""]",1,1380,GA,2011-06-18T15:30:00,2011-06-19T15:42:00,severe weather,thunderstorm,true,SERC,false,1452,1452,1452,1452,1452,1452,0,0,0,true,true,true,true,true,true,false,1,312,312,1,93828,93828
5abdc9fa821daee50eec91ed24b48316eeb67991668f32ed73e3952e94074cf1,"[""GA"",""2012-04-15T00:00:00"",""19:38:00"",""2012-04-15T00:00:00"",""21:26:00"",""intentional attack"",""vandalism""]",1,1391,GA,2012-04-15T19:38:00,2012-04-15T21:26:00,intentional attack,vandalism,true,SERC,false,108,108,108,108,108,108,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,0,__MISSING__,__MISSING__
b2fdfbbba544ee045d8b8038c9f01321bcb0c3310bf62e2e22f362bbe0bddf73,"[""GA"",""2014-02-12T00:00:00"",""07:48:00"",""2014-02-15T00:00:00"",""04:30:00"",""severe weather"",""snow/ice""]",1,1388,GA,2014-02-12T07:48:00,2014-02-15T04:30:00,severe weather,snow/ice,true,SERC,false,4122,4122,4122,4122,4122,4122,0,0,0,true,true,true,true,true,true,false,1,1246,1246,1,373835,373835
469f2812e1410dc7157dd47f386ac6aa4d20d3e843e14f9f5b502fecb648dbdb,"[""GA"",""2014-02-21T00:00:00"",""02:53:00"",""2014-02-21T00:00:00"",""21:00:00"",""severe weather"",""heavy wind""]",1,1386,GA,2014-02-21T02:53:00,2014-02-21T21:00:00,severe weather,heavy wind,true,SERC,false,1087,1087,1087,1087,1087,1087,0,0,0,true,true,true,true,true,true,false,1,221,221,1,66445,66445
330aee9d7abdc81b7ff9233f9b84fbd0ba1cf3d0bfcc1a39a6af9961031fd62e,"[""GA"",""2015-02-16T00:00:00"",""21:41:00"",""2015-02-18T00:00:00"",""07:00:00"",""severe weather"",""winter""]",1,1382,GA,2015-02-16T21:41:00,2015-02-18T07:00:00,severe weather,winter,true,SERC,false,1999,1999,1999,1999,1999,1999,0,0,0,true,true,true,true,true,true,false,1,620,620,1,186035,186035
ef2d8ce98eff5897c6fd5a1472a4ad95c3a30e4dd16aba86165db9af69b17704,"[""HI"",""2006-06-01T00:00:00"",""14:12:00"",""2006-06-01T00:00:00"",""18:09:00"",""system operability disruption"",""__MISSING__""]",1,1519,HI,2006-06-01T14:12:00,2006-06-01T18:09:00,system operability disruption,__MISSING__,false,HECO,false,237,237,237,237,237,237,0,0,0,true,true,true,true,true,true,false,1,120,120,1,29300,29300
d2ee5e6152db12f41cea0cede21849b19367180b923ce3ed461c175031964671,"[""HI"",""2006-10-15T00:00:00"",""07:09:00"",""2006-10-15T00:00:00"",""16:12:00"",""severe weather"",""earthquake""]",1,1518,HI,2006-10-15T07:09:00,2006-10-15T16:12:00,severe weather,earthquake,true,HECO,false,543,543,543,543,543,543,0,0,0,true,true,true,true,true,true,false,1,110,110,1,59886,59886
5efeb37debd9c9fdf8d834e0518214d388ca2cad73fe0035c753d8c59e9c1d3c,"[""HI"",""2006-10-15T00:00:00"",""07:09:00"",""2006-10-16T00:00:00"",""14:55:00"",""severe weather"",""earthquake""]",1,1520,HI,2006-10-15T07:09:00,2006-10-16T14:55:00,severe weather,earthquake,true,HECO,false,1906,1906,1906,1906,1906,1906,0,0,0,true,true,true,true,true,true,false,1,1170,1170,1,291000,291000
5256f68111e252a7a8552772155f38409c75be053baa77ecd251c6c7d4aa48f8,"[""HI"",""2008-12-26T00:00:00"",""18:13:00"",""2008-12-27T00:00:00"",""17:00:00"",""severe weather"",""thunderstorm""]",1,1516,HI,2008-12-26T18:13:00,2008-12-27T17:00:00,severe weather,thunderstorm,true,HI,false,1367,1367,1367,1367,1367,1367,0,0,0,true,true,true,true,true,true,false,1,1060,1060,1,294000,294000
c487d6013994a5382368e17c2374cbff646b44f9463dde574c9d645e299b681b,"[""HI"",""2011-05-02T00:00:00"",""17:06:00"",""2011-05-02T00:00:00"",""20:00:00"",""severe weather"",""__MISSING__""]",1,1517,HI,2011-05-02T17:06:00,2011-05-02T20:00:00,severe weather,__MISSING__,false,PR,false,174,174,174,174,174,174,0,0,0,true,true,true,true,true,true,false,1,220,220,1,62000,62000
94afcec2795748f0557fcada5c759e491370c2af43b877fa4821011832a7eae2,"[""IA"",""2007-02-24T00:00:00"",""18:00:00"",""2007-02-24T00:00:00"",""23:47:00"",""severe weather"",""winter storm""]",1,910,IA,2007-02-24T18:00:00,2007-02-24T23:47:00,severe weather,winter storm,true,MRO,false,347,347,347,347,347,347,0,0,0,true,true,true,true,true,true,false,1,400,400,1,140000,140000
a625a8d06bb7724a0fef53363456dd946becfa1ee540afddc0b00d1d0a42ef6e,"[""IA"",""2007-02-24T00:00:00"",""19:23:00"",""2007-02-25T00:00:00"",""12:47:00"",""severe weather"",""winter storm""]",1,915,IA,2007-02-24T19:23:00,2007-02-25T12:47:00,severe weather,winter storm,true,RFC,false,1044,1044,1044,1044,1044,1044,0,0,0,true,true,true,true,true,true,false,1,750,750,1,215000,215000
a86471c740d0cfcc3d7427c81b6846268a2fd8f516e322bbadab8e7327c48185,"[""IA"",""2008-06-12T00:00:00"",""15:30:00"",""2008-06-18T00:00:00"",""16:00:00"",""severe weather"",""flooding""]",1,916,IA,2008-06-12T15:30:00,2008-06-18T16:00:00,severe weather,flooding,true,RFC,false,8670,8670,8670,8670,8670,8670,0,0,0,true,true,true,true,true,true,false,1,200,200,1,21000,21000
395bdb8405c87d9bcde46e9f4b4f4eda0319f0dc1fb550bc01464a38715106c9,"[""IA"",""2012-04-01T00:00:00"",""20:27:00"",""2012-04-03T00:00:00"",""08:28:00"",""intentional attack"",""vandalism""]",1,913,IA,2012-04-01T20:27:00,2012-04-03T08:28:00,intentional attack,vandalism,true,MRO,false,2161,2161,2161,2161,2161,2161,0,0,0,true,true,true,true,true,false,true,1,0,0,1,0,0
6e0c7439d0a225b878eea72045daa78fcf9684742603c4c473a69e5b8751b9e1,"[""IA"",""2013-01-16T00:00:00"",""07:41:00"",""2013-01-17T00:00:00"",""10:58:00"",""intentional attack"",""__MISSING__""]",1,911,IA,2013-01-16T07:41:00,2013-01-17T10:58:00,intentional attack,__MISSING__,false,MRO,false,1637,1637,1637,1637,1637,1637,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,0,__MISSING__,__MISSING__
83e937e943fe99075cba1995e63e641d9d0804ba5916c2c79d8c353326fb6e82,"[""IA"",""2014-03-11T00:00:00"",""00:00:00"",""2014-03-13T00:00:00"",""00:00:00"",""intentional attack"",""__MISSING__""]",1,914,IA,2014-03-11T00:00:00,2014-03-13T00:00:00,intentional attack,__MISSING__,false,MRO,false,2880,2880,2880,2880,2880,2880,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,0,__MISSING__,__MISSING__
7c4213676468504cd75e371cc1098dd7c9aabd7ca8105f4b8946dbb2323823df,"[""IA"",""2014-03-14T00:00:00"",""12:34:00"",""2014-03-14T00:00:00"",""16:45:00"",""intentional attack"",""vandalism""]",1,909,IA,2014-03-14T12:34:00,2014-03-14T16:45:00,intentional attack,vandalism,true,MRO,false,251,251,251,251,251,251,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,0,__MISSING__,__MISSING__
9241b159e5bf6a2a0cda4224e94886b6b654910638c23e94e4af142d41537daa,"[""IA"",""2014-03-26T00:00:00"",""16:00:00"",""2014-04-10T00:00:00"",""12:00:00"",""intentional attack"",""__MISSING__""]",1,912,IA,2014-03-26T16:00:00,2014-04-10T12:00:00,intentional attack,__MISSING__,false,MRO,false,21360,21360,21360,21360,21360,21360,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,0,__MISSING__,__MISSING__
2cfc8432f2f792e305e600fecc9c740a859cd5941269a7be59c9caa1ddba977f,"[""ID"",""2003-06-15T00:00:00"",""15:12:00"",""2003-06-16T00:00:00"",""17:00:00"",""public appeal"",""__MISSING__""]",1,1525,ID,2003-06-15T15:12:00,2003-06-16T17:00:00,public appeal,__MISSING__,false,WECC,false,1548,1548,1548,1548,1548,1548,0,0,0,true,true,true,true,true,false,true,1,0,0,1,0,0
b7f3cf78f140938d3acd88c0089829ed1ba6f5b7a2b0a2be18c4bdd18bf1402d,"[""ID"",""2004-06-23T00:00:00"",""17:35:00"",""2004-06-23T00:00:00"",""19:10:00"",""system operability disruption"",""__MISSING__""]",1,1523,ID,2004-06-23T17:35:00,2004-06-23T19:10:00,system operability disruption,__MISSING__,false,WECC,false,95,95,95,95,95,95,0,0,0,true,true,true,true,true,true,false,1,157,157,1,35000,35000
e8cd0b151adfc8aee488bac92b3a1eb1a4460c808dfa3ba14c5f5e3aede7a541,"[""ID"",""2011-01-23T00:00:00"",""07:00:00"",""2011-01-23T00:00:00"",""13:00:00"",""intentional attack"",""vandalism""]",1,1524,ID,2011-01-23T07:00:00,2011-01-23T13:00:00,intentional attack,vandalism,true,WECC,false,360,360,360,360,360,360,0,0,0,true,true,true,true,true,false,true,1,0,0,1,0,0
a68a6db5212ca172f4a20db14151f10ec7b55f40bf68e5ae813101ecda122879,"[""ID"",""2011-06-15T00:00:00"",""16:00:00"",""2011-06-16T00:00:00"",""06:30:00"",""intentional attack"",""vandalism""]",1,1526,ID,2011-06-15T16:00:00,2011-06-16T06:30:00,intentional attack,vandalism,true,WECC,false,870,870,870,870,870,870,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,0,__MISSING__,__MISSING__
88b0e88ba256270a56e9305059afbc25968407b93ed223836475e5f07e60ec53,"[""ID"",""2011-12-21T00:00:00"",""10:30:00"",""2011-12-21T00:00:00"",""10:30:00"",""intentional attack"",""vandalism""]",1,1522,ID,2011-12-21T10:30:00,2011-12-21T10:30:00,intentional attack,vandalism,true,WECC,false,0,0,0,0,0,0,0,0,0,true,true,false,true,true,false,true,1,0,0,1,0,0
8811e070dfadb023d55fd3895a821b451171d45433c98cd35179094b886c0fc6,"[""ID"",""2016-03-01T00:00:00"",""13:35:00"",""__MISSING__"",""__MISSING__"",""intentional attack"",""vandalism""]",1,1528,ID,2016-03-01T13:35:00,__MISSING__,intentional attack,vandalism,true,WECC,false,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,false,false,false,false,true,false,true,1,0,0,1,0,0
61dff94f11bf36a1b8d0c2795f1233a9946901bcc8d6662574e3f071010d15fc,"[""ID"",""2016-03-08T00:00:00"",""00:00:00"",""2016-03-08T00:00:00"",""00:00:00"",""intentional attack"",""sabotage""]",1,1527,ID,2016-03-08T00:00:00,2016-03-08T00:00:00,intentional attack,sabotage,true,WECC,false,0,0,0,0,0,0,0,0,0,true,true,false,true,true,false,true,1,0,0,1,0,0
8ec36057865ce13223acac08e58a03360c90d0e56404ec38f10289d46022d49c,"[""ID"",""2016-07-19T00:00:00"",""15:45:00"",""2016-07-19T00:00:00"",""19:25:00"",""system operability disruption"",""uncontrolled loss""]",1,1529,ID,2016-07-19T15:45:00,2016-07-19T19:25:00,system operability disruption,uncontrolled loss,true,WECC,false,220,220,220,220,220,220,0,0,0,true,true,true,true,true,true,false,1,485,485,0,__MISSING__,__MISSING__
6d1e7f35c367805dcc0b8659d7c8eeac4184635128fb6c9dbc59a6488dceacaf,"[""ID"",""2016-07-19T00:00:00"",""15:45:00"",""2016-07-19T00:00:00"",""19:29:00"",""system operability disruption"",""uncontrolled loss""]",1,1521,ID,2016-07-19T15:45:00,2016-07-19T19:29:00,system operability disruption,uncontrolled loss,true,WECC,false,224,224,224,224,224,224,0,0,0,true,true,true,true,true,true,false,1,290,290,0,__MISSING__,__MISSING__
d437d7a6dc4750284b9f5094dd1c0a83f13263371d7a8921080050d8a9a0231c,"[""IL"",""2000-05-18T00:00:00"",""18:00:00"",""__MISSING__"",""__MISSING__"",""severe weather"",""heavy wind""]",1,351,IL,2000-05-18T18:00:00,__MISSING__,severe weather,heavy wind,true,SERC,false,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,false,false,false,false,false,false,false,0,__MISSING__,__MISSING__,1,101830,101830
312f3be3e96f04ad5eb555bdb034e7ff7d1f2bbc00bbbae659eea4fb830f7770,"[""IL"",""2000-08-06T00:00:00"",""16:00:00"",""2000-08-07T00:00:00"",""12:00:00"",""severe weather"",""__MISSING__""]",1,382,IL,2000-08-06T16:00:00,2000-08-07T12:00:00,severe weather,__MISSING__,false,SERC,false,1200,1200,1200,1200,1200,1200,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,239567,239567
47ba5437ba946bf69b409bc65fe56310a8b29da919c97c48f7852b5279a10205,"[""IL"",""2003-07-05T00:00:00"",""03:00:00"",""2003-07-05T00:00:00"",""19:00:00"",""severe weather"",""storm""]",1,387,IL,2003-07-05T03:00:00,2003-07-05T19:00:00,severe weather,storm,true,SERC,false,960,960,960,960,960,960,0,0,0,true,true,true,true,true,true,false,1,80,80,1,130000,130000
2b0c16a366f990b9fda3250540e17585d98cdb064844ccc28ce5dfedf044ba69,"[""IL"",""2003-07-07T00:00:00"",""09:00:00"",""2003-07-07T00:00:00"",""15:00:00"",""severe weather"",""thunderstorm""]",1,371,IL,2003-07-07T09:00:00,2003-07-07T15:00:00,severe weather,thunderstorm,true,SERC,false,360,360,360,360,360,360,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,72000,72000
60e0ed51a2225f47049e88044d28ec3e93ba082d5217a42b01c35a75241f0f8d,"[""IL"",""2003-11-12T00:00:00"",""17:00:00"",""2003-11-12T00:00:00"",""19:00:00"",""severe weather"",""heavy wind""]",1,381,IL,2003-11-12T17:00:00,2003-11-12T19:00:00,severe weather,heavy wind,true,RFC,false,120,120,120,120,120,120,0,0,0,true,true,true,true,true,true,false,1,371,371,1,51000,51000
b7b2fc9e6d6b1c03851ff1afa21a8c82ad797e20908c6c8385ef8435f28f1d40,"[""IL"",""2004-07-21T00:00:00"",""17:30:00"",""2004-07-22T00:00:00"",""19:00:00"",""severe weather"",""thunderstorm""]",1,376,IL,2004-07-21T17:30:00,2004-07-22T19:00:00,severe weather,thunderstorm,true,RFC,false,1530,1530,1530,1530,1530,1530,0,0,0,true,true,true,true,true,true,false,1,200,200,1,200000,200000
74ad6b0ea961807287e5dd595ad4da57c1217367a63d046354fce996c8243cb6,"[""IL"",""2004-08-03T00:00:00"",""21:00:00"",""2004-08-04T00:00:00"",""19:00:00"",""severe weather"",""storm""]",1,363,IL,2004-08-03T21:00:00,2004-08-04T19:00:00,severe weather,storm,true,RFC,false,1320,1320,1320,1320,1320,1320,0,0,0,true,true,true,true,true,true,false,1,127,127,1,127000,127000
c4740831d8f83d1b2ce166c32da54e90b1fa9acc911c687eba2bd4579d3d18d5,"[""IL"",""2005-06-24T00:00:00"",""20:37:00"",""2005-06-24T00:00:00"",""23:06:00"",""equipment failure"",""transmission interruption""]",1,359,IL,2005-06-24T20:37:00,2005-06-24T23:06:00,equipment failure,transmission interruption,true,RFC,false,149,149,149,149,149,149,0,0,0,true,true,true,true,true,true,false,1,350,350,1,51500,51500
5472ede8b03c0d8ffcdf356fe75422f99a3c00f4f379bfaf836fd662d34c6ba6,"[""IL"",""2006-03-12T00:00:00"",""20:30:00"",""2006-03-14T00:00:00"",""12:00:00"",""severe weather"",""__MISSING__""]",1,377,IL,2006-03-12T20:30:00,2006-03-14T12:00:00,severe weather,__MISSING__,false,RFC,false,2370,2370,2370,2370,2370,2370,0,0,0,true,true,true,true,true,true,false,1,200,200,1,65400,65400
00ab8fbcc4067b247d1d239b772a5191bd3a3b1a75fcf821f2e38c98e9d22fa5,"[""IL"",""2006-07-17T00:00:00"",""21:00:00"",""2006-07-18T00:00:00"",""21:00:00"",""severe weather"",""thunderstorm""]",1,389,IL,2006-07-17T21:00:00,2006-07-18T21:00:00,severe weather,thunderstorm,true,RFC,false,1440,1440,1440,1440,1440,1440,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,170519,170519
0819c81886d9b71bf83ed5f633f60d7207ce0ed6a172778cb6afedc9337376ed,"[""IL"",""2006-10-02T00:00:00"",""14:00:00"",""2006-10-03T00:00:00"",""18:00:00"",""severe weather"",""thunderstorm""]",1,357,IL,2006-10-02T14:00:00,2006-10-03T18:00:00,severe weather,thunderstorm,true,RFC,false,1680,1680,1680,1680,1680,1680,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,471932,471932
10f1e34e4c6fdd375d5c900d838ed66e5c0ea835f94392504ec2bde43b3f2d81,"[""IL"",""2007-07-18T00:00:00"",""18:00:00"",""2007-07-19T00:00:00"",""14:00:00"",""severe weather"",""__MISSING__""]",1,379,IL,2007-07-18T18:00:00,2007-07-19T14:00:00,severe weather,__MISSING__,false,RFC,false,1200,1200,1200,1200,1200,1200,0,0,0,true,true,true,true,true,true,false,1,300,300,1,135000,135000
c61f77c3549fc102170259a018816750b7e2e6787c2ab86b1666d5d84d28bed6,"[""IL"",""2007-08-23T00:00:00"",""16:00:00"",""2007-08-28T00:00:00"",""22:49:00"",""severe weather"",""storm""]",1,352,IL,2007-08-23T16:00:00,2007-08-28T22:49:00,severe weather,storm,true,RFC,false,7609,7609,7609,7609,7609,7609,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,629590,629590
300ca74673cc359a513aa11061a435d94cceadc8e732aeba38cb92c451596ec7,"[""IL"",""2007-12-23T00:00:00"",""01:00:00"",""2007-12-23T00:00:00"",""21:00:00"",""severe weather"",""storm""]",1,378,IL,2007-12-23T01:00:00,2007-12-23T21:00:00,severe weather,storm,true,RFC,false,1200,1200,1200,1200,1200,1200,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,237000,237000
d3d84ccfb9a0f0be0338c3eb4994e7906d14021d45cb6fb60672b9ea415ab363,"[""IL"",""2008-05-30T00:00:00"",""09:30:00"",""2008-05-30T00:00:00"",""23:00:00"",""severe weather"",""storm""]",1,368,IL,2008-05-30T09:30:00,2008-05-30T23:00:00,severe weather,storm,true,RFC,false,810,810,810,810,810,810,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,109000,109000
eef4817f7b2cdf7a9069bf27415c56c6b4cb2caf50ef73daccaf6e24bdbd9d7e,"[""IL"",""2008-06-08T00:00:00"",""09:30:00"",""2008-06-09T00:00:00"",""19:00:00"",""severe weather"",""__MISSING__""]",1,392,IL,2008-06-08T09:30:00,2008-06-09T19:00:00,severe weather,__MISSING__,false,RFC,false,2010,2010,2010,2010,2010,2010,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,125000,125000
73f44f8bebadf30abab3486e87e9b015b2ad4bf5321b50325da67ced9c6460ce,"[""IL"",""2008-06-15T00:00:00"",""08:00:00"",""2008-06-15T00:00:00"",""20:00:00"",""severe weather"",""__MISSING__""]",1,384,IL,2008-06-15T08:00:00,2008-06-15T20:00:00,severe weather,__MISSING__,false,RFC,false,720,720,720,720,720,720,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,165000,165000
91bed155b37fab1ec7eeb12502d12b12f6bf1e7a2b00b2943eea4f39a085c491,"[""IL"",""2008-08-04T00:00:00"",""18:00:00"",""2008-08-06T00:00:00"",""20:00:00"",""severe weather"",""__MISSING__""]",1,374,IL,2008-08-04T18:00:00,2008-08-06T20:00:00,severe weather,__MISSING__,false,RFC,false,3000,3000,3000,3000,3000,3000,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,653000,653000
a9117d1745ed98406d740530a85d4ea3b7788433feae1e6150b698845f416925,"[""IL"",""2009-05-08T00:00:00"",""13:30:00"",""2009-05-14T00:00:00"",""23:20:00"",""severe weather"",""thunderstorm""]",1,394,IL,2009-05-08T13:30:00,2009-05-14T23:20:00,severe weather,thunderstorm,true,SERC,false,9230,9230,9230,9230,9230,9230,0,0,0,true,true,true,true,true,true,false,1,300,300,1,68800,68800
b49a5627344cbbee4985328aedb5ad74c93c3c9b9ae3b0b2dd8820eddb12eb8d,"[""IL"",""2009-06-19T00:00:00"",""13:00:00"",""2009-06-19T00:00:00"",""23:59:00"",""severe weather"",""storm""]",1,362,IL,2009-06-19T13:00:00,2009-06-19T23:59:00,severe weather,storm,true,SERC,false,659,659,659,659,659,659,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,245000,245000
398b1a51c1154af00fd3c1e7ff9311a24abd01eda787eb6386e2efed4a4a5162,"[""IL"",""2010-06-18T00:00:00"",""16:00:00"",""2010-06-20T00:00:00"",""13:00:00"",""severe weather"",""__MISSING__""]",1,358,IL,2010-06-18T16:00:00,2010-06-20T13:00:00,severe weather,__MISSING__,false,RFC,false,2700,2700,2700,2700,2700,2700,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,400000,400000
9f1cd75c8a796b5216e5798db4b4d2c851e0a045285d193013be18910a5afd14,"[""IL"",""2010-06-23T00:00:00"",""17:00:00"",""2010-06-25T00:00:00"",""13:40:00"",""severe weather"",""__MISSING__""]",1,350,IL,2010-06-23T17:00:00,2010-06-25T13:40:00,severe weather,__MISSING__,false,RFC,false,2680,2680,2680,2680,2680,2680,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,300000,300000
fc7621e6e39c25ecdce116e4fe70099e47340f75f959fbe211991322a9738779,"[""IL"",""2010-10-26T00:00:00"",""09:00:00"",""2010-10-28T00:00:00"",""11:00:00"",""severe weather"",""thunderstorm""]",1,354,IL,2010-10-26T09:00:00,2010-10-28T11:00:00,severe weather,thunderstorm,true,RFC,false,3000,3000,3000,3000,3000,3000,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,192106,192106
2821fbd819a3d70b505b53fbebaf1069d2d952f00f43c3d60fc0ca098bd9cefc,"[""IL"",""2010-10-27T00:00:00"",""17:00:00"",""2010-10-29T00:00:00"",""04:00:00"",""severe weather"",""heavy wind""]",1,386,IL,2010-10-27T17:00:00,2010-10-29T04:00:00,severe weather,heavy wind,true,RFC,false,2100,2100,2100,2100,2100,2100,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,127000,127000
a886e33de24d4a848c61ddb6ddc481158b1d5fccecd7380828c87c59dd6e1f43,"[""IL"",""2011-02-01T00:00:00"",""21:00:00"",""2011-02-02T00:00:00"",""14:00:00"",""severe weather"",""winter storm""]",1,390,IL,2011-02-01T21:00:00,2011-02-02T14:00:00,severe weather,winter storm,true,RFC,false,1020,1020,1020,1020,1020,1020,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,190000,190000
c3905ac036889148de4d5b455b61d2a33ad6343948a2c92530db324bda9e7eaf,"[""IL"",""2011-04-19T00:00:00"",""20:00:00"",""2011-04-19T00:00:00"",""22:00:00"",""severe weather"",""__MISSING__""]",1,373,IL,2011-04-19T20:00:00,2011-04-19T22:00:00,severe weather,__MISSING__,false,SERC,false,120,120,120,120,120,120,0,0,0,true,true,true,true,false,false,false,0,__MISSING__,__MISSING__,1,80000,80000
