model_variant,enforce_joint_budget_in_planning,training_feasible,committed_flexibility_mw,hard_infeasible_probability,service_failure_probability,total_failure_probability,solver_unresolved_probability,expected_access_shortfall_mwh,feasible_leaf_probability,holdout_value_at_risk,holdout_service_cvar,cvar_cross_check_abs_error,parameter_status,security_certified
correct_shared_budget,True,True,57.87296733560118,0,0.016666666666666666,0.016666666666666666,0,0.019418652536906222,1.0000000000000013,59736.288003144924,61911.856835282146,0.0,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
b6_error_split_budget,False,True,38.55423945863698,0.5666666666666668,0.4333333333333333,1.0,0,340.27455305778676,0.4333333333333333,,,,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
